,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,dist_pickup_to_wall_street
815631,id2926340,1,2016-04-30 07:49:35,2016-04-30 07:54:44,1,-74.0107192993164,40.70517349243164,-74.00479125976562,40.71892166137695,N,309,0.23640642100484643
815637,id3399709,2,2016-01-05 09:47:40,2016-01-05 10:09:20,2,-74.01090240478516,40.70906066894531,-73.9875717163086,40.75613021850585,N,1300,0.197146644546506
815639,id1828764,1,2016-04-04 16:49:36,2016-04-04 17:15:19,1,-74.01236724853516,40.7065315246582,-73.97221374511719,40.74972534179688,N,1543,0.14639446552088975
815645,id2632491,1,2016-06-13 08:34:54,2016-06-13 08:39:45,1,-74.00972747802734,40.70961380004883,-74.00672912597656,40.71156311035156,N,291,0.27848978708536154
815662,id2729329,1,2016-04-07 23:05:34,2016-04-07 23:19:55,1,-74.00763702392578,40.705474853515625,-74.00366973876955,40.73356628417969,N,861,0.3449409404139656
815668,id0767761,2,2016-05-11 19:54:08,2016-05-11 20:09:33,2,-74.01034545898438,40.70319747924805,-74.00209045410156,40.73003387451172,N,925,0.4584150248932293
815726,id0468869,1,2016-06-15 08:57:06,2016-06-15 09:14:28,1,-74.00559997558595,40.70642471313477,-74.00997161865234,40.7214469909668,N,1042,0.4616207781549889
815747,id2262488,2,2016-02-19 22:01:25,2016-02-19 22:21:23,2,-74.00935363769531,40.704925537109375,-73.99314880371094,40.75871276855469,N,1198,0.29567503002268
815776,id0083011,2,2016-04-25 19:42:36,2016-04-25 20:00:59,1,-74.0085678100586,40.7038688659668,-73.9200210571289,40.7451057434082,N,1103,0.43063059750625476
815781,id1518006,1,2016-04-08 09:52:15,2016-04-08 09:56:41,1,-74.00997924804686,40.70994567871094,-74.01268768310547,40.703857421875,N,266,0.30676146925201647
815800,id0636424,2,2016-06-13 18:01:41,2016-06-13 18:26:40,1,-74.01112365722656,40.70956039428711,-73.9890365600586,40.750431060791016,N,1499,0.25315816472711994
815953,id2489075,1,2016-01-14 21:30:14,2016-01-14 21:40:09,2,-74.00852203369139,40.711097717285156,-73.989013671875,40.718605041503906,N,595,0.4707810949736701
815988,id2151582,1,2016-04-01 14:56:29,2016-04-01 15:20:09,1,-74.00733184814453,40.70549774169922,-73.97588348388672,40.75866317749024,N,1420,0.36472350905430617
816005,id1024298,1,2016-05-17 10:20:14,2016-05-17 10:53:45,1,-74.00775909423827,40.71041488647461,-73.98689270019531,40.76128768920898,N,2011,0.439886744885436
816376,id1731680,2,2016-03-08 00:19:52,2016-03-08 00:53:09,3,-74.00726318359375,40.70524978637695,-73.8774185180664,40.73878860473633,N,1997,0.3851892827439036
816454,id2068618,1,2016-03-04 16:59:04,2016-03-04 17:44:37,1,-74.01138305664062,40.70305633544922,-73.87082672119139,40.77400588989258,N,2733,0.47269400444829457
816456,id2562940,2,2016-05-05 07:07:02,2016-05-05 07:13:39,6,-74.00855255126955,40.70632934570313,-74.00965881347656,40.72079849243164,N,397,0.22883200590613972
816533,id1891014,2,2016-06-25 13:10:36,2016-06-25 13:23:00,5,-74.01510620117188,40.70951843261719,-74.00758361816406,40.74085998535156,N,744,0.4295736547369556
816638,id1286083,1,2016-03-13 14:15:22,2016-03-13 14:32:59,1,-74.0110855102539,40.71083068847656,-74.00199127197266,40.73649597167969,N,1057,0.39430500525664414
816734,id0313652,2,2016-01-14 13:18:08,2016-01-14 13:39:12,1,-74.01239013671875,40.70709228515625,-73.96939849853516,40.75785827636719,N,1264,0.12350171160756232
816827,id2153370,1,2016-05-08 00:40:35,2016-05-08 00:48:27,1,-74.01465606689453,40.70974349975585,-74.00783538818358,40.704734802246094,N,472,0.41519990573797044
816849,id2289998,2,2016-05-16 22:52:55,2016-05-16 22:56:54,1,-74.0133285522461,40.7056884765625,-74.01441955566406,40.71697998046875,N,239,0.2684565525603106
816907,id2409495,1,2016-05-14 05:57:54,2016-05-14 06:21:54,1,-74.00945281982422,40.70641326904297,-73.9898910522461,40.687324523925774,N,1440,0.15964446789376274
816943,id2312002,2,2016-02-15 10:23:56,2016-02-15 10:31:05,3,-74.01463317871094,40.70954132080078,-74.00814056396483,40.70317840576172,N,429,0.39924931972912614
816970,id0098605,1,2016-05-16 12:11:06,2016-05-16 12:41:13,1,-74.00775146484375,40.70451354980469,-73.98497772216798,40.7555046081543,N,1807,0.410334027894032
817007,id0128326,2,2016-02-03 22:43:16,2016-02-03 23:07:10,1,-74.01138305664062,40.70325088500977,-73.97994232177734,40.6089973449707,N,1434,0.4511052316195489
817021,id2862286,2,2016-06-19 03:58:36,2016-06-19 03:59:45,2,-74.00894165039062,40.70684814453125,-74.01187133789062,40.708099365234375,N,69,0.17646661671717562
817136,id3594246,2,2016-05-13 19:06:14,2016-05-13 19:24:09,1,-74.01007843017578,40.70973205566406,-73.98348236083984,40.67698287963867,N,1075,0.281615483504144
817158,id3485084,2,2016-01-15 18:08:43,2016-01-15 18:18:17,2,-74.00686645507811,40.70447540283203,-74.0157241821289,40.717376708984375,N,574,0.4657355023667155
817178,id3328216,1,2016-06-18 01:19:22,2016-06-18 01:37:02,2,-74.00735473632812,40.70756912231445,-73.94111633300781,40.71201705932617,N,1060,0.30496930892597024
817180,id1810444,1,2016-03-20 17:38:43,2016-03-20 18:06:39,1,-74.0081787109375,40.707908630371094,-73.99478149414062,40.76034164428711,N,1676,0.2437803009293701
817352,id0215674,1,2016-02-05 23:56:46,2016-02-06 00:18:09,1,-74.00971984863281,40.70654678344727,-73.9856948852539,40.72201919555664,N,1283,0.1327416257752542
817356,id2497899,1,2016-01-30 23:47:08,2016-01-30 23:55:12,1,-74.00862884521484,40.70333480834961,-73.98951721191406,40.7134017944336,N,484,0.48188550237045025
817361,id0066698,1,2016-04-23 01:50:07,2016-04-23 01:52:03,1,-74.01412963867188,40.706298828125,-74.01263427734375,40.70923614501953,N,116,0.29011286617851045
817390,id1400688,2,2016-03-22 14:54:31,2016-03-22 14:59:18,2,-74.01422119140625,40.71084976196289,-74.01406860351562,40.70869827270508,N,287,0.4829243557728121
817542,id1702222,2,2016-03-02 17:30:16,2016-03-02 17:47:41,1,-74.00582885742188,40.706241607666016,-73.98365020751955,40.74401092529297,N,1045,0.44762735333662584
817551,id2700319,1,2016-02-12 20:06:24,2016-02-12 20:34:15,1,-74.0057144165039,40.70621109008789,-73.9821014404297,40.7760009765625,N,1671,0.45783685431185467
817602,id0409294,2,2016-04-09 16:48:49,2016-04-09 17:06:42,1,-74.00619506835938,40.70626831054688,-73.98001861572266,40.7463493347168,N,1073,0.41705069922053967
817711,id1560181,1,2016-03-10 11:21:00,2016-03-10 11:32:54,1,-74.01061248779298,40.70940017700195,-73.9920883178711,40.73713302612305,N,714,0.23661902012356645
817822,id1615277,2,2016-02-27 23:45:55,2016-02-27 23:53:32,1,-74.00619506835938,40.70723724365234,-73.99202728271484,40.72150039672852,N,457,0.4012836604458185
817891,id3380065,2,2016-01-20 16:07:56,2016-01-20 16:23:27,1,-74.00589752197266,40.70618057250977,-74.0054931640625,40.71496963500977,N,931,0.4438784335561265
818091,id3334481,2,2016-02-20 11:53:01,2016-02-20 12:10:17,1,-74.00739288330078,40.70751190185547,-74.00261688232422,40.72895812988281,N,1036,0.3011781848497925
818120,id0682469,2,2016-03-02 14:13:29,2016-03-02 14:50:28,1,-74.01454162597656,40.70935821533203,-74.18013000488281,40.68836212158203,N,2219,0.38060090369687005
818266,id3329104,1,2016-04-10 06:00:49,2016-04-10 06:21:56,1,-74.01258087158203,40.70904159545898,-73.87162780761719,40.77442169189453,N,1267,0.2386563233900759
818354,id0971653,1,2016-03-25 11:01:58,2016-03-25 11:09:29,1,-74.01136779785155,40.70821380615234,-74.00668334960938,40.71660614013672,N,451,0.1087108827963168
818363,id0474412,2,2016-02-27 23:13:16,2016-02-27 23:28:19,1,-74.01121520996094,40.710548400878906,-73.98907470703125,40.73058700561523,N,903,0.36340545152413894
818391,id1022889,1,2016-04-12 09:30:10,2016-04-12 10:05:55,1,-74.00519561767578,40.707122802734375,-73.97148132324219,40.76254653930664,N,2145,0.4859354216914527
818552,id0690070,1,2016-01-21 21:44:08,2016-01-21 21:51:13,1,-74.00592803955078,40.70756530761719,-73.98582458496094,40.71944427490234,N,425,0.4248793324531971
818574,id2751244,1,2016-05-04 15:43:22,2016-05-04 15:51:42,1,-74.00595092773438,40.70626449584961,-73.9954376220703,40.71736526489258,N,500,0.4370184557899177
818636,id1049476,2,2016-02-04 20:29:58,2016-02-04 20:59:58,2,-74.00752258300781,40.70502471923828,-73.86276245117188,40.82456588745117,N,1800,0.3837155831415606
818702,id3097483,2,2016-01-12 19:40:21,2016-01-12 19:53:01,6,-74.00557708740234,40.70610046386719,-73.95015716552734,40.77170181274415,N,760,0.4723330661762625
818780,id2860703,2,2016-03-28 16:13:04,2016-03-28 16:29:54,1,-74.00882720947266,40.71086120605469,-73.97111511230467,40.748268127441406,N,1010,0.4360284935315788
818822,id3271084,2,2016-02-29 14:29:32,2016-02-29 14:47:39,2,-74.00741577148438,40.71016693115234,-74.0082015991211,40.74871063232422,N,1087,0.4376070836459578
818886,id0045064,1,2016-06-18 20:34:54,2016-06-18 20:40:18,1,-74.00944519042969,40.71034622192383,-74.00245666503906,40.71957778930664,N,324,0.3631340823461464
818916,id1203391,1,2016-02-24 17:21:53,2016-02-24 17:36:11,1,-74.0095443725586,40.706485748291016,-73.98508453369139,40.7275390625,N,858,0.14860750735782602
818998,id1543661,2,2016-06-04 09:17:37,2016-06-04 09:44:55,2,-74.01152801513672,40.7032585144043,-73.7908935546875,40.66350173950195,N,1638,0.4514162512105629
819075,id0926932,1,2016-01-13 14:07:19,2016-01-13 14:26:59,1,-74.00703430175781,40.70561981201172,-73.98878479003906,40.736671447753906,N,1180,0.37914146648021024
819142,id1835903,1,2016-06-07 21:10:56,2016-06-07 21:21:54,1,-74.01438140869139,40.70459365844727,-74.00527954101562,40.74032211303711,N,658,0.4170558695401261
819143,id0258885,1,2016-02-09 22:37:24,2016-02-09 22:49:16,1,-74.00729370117188,40.7053108215332,-73.95409393310547,40.77031707763672,N,712,0.37912400662250406
819251,id0814056,1,2016-04-20 10:29:38,2016-04-20 10:47:57,2,-74.01172637939453,40.70773315429688,-73.99054718017578,40.69368743896485,N,1099,0.08200961308428958
819284,id2618947,2,2016-02-19 23:27:38,2016-02-19 23:46:27,1,-74.00897216796875,40.70615005493164,-73.99198913574219,40.741859436035156,N,1129,0.20966091879114598
819363,id2203079,1,2016-03-27 13:58:34,2016-03-27 14:12:55,1,-74.00755310058594,40.70504379272461,-73.99474334716798,40.73654174804688,N,861,0.3803791872906594
819364,id3810034,2,2016-04-22 06:57:59,2016-04-22 07:14:03,1,-74.00726318359375,40.70513916015625,-73.98695373535155,40.73952102661133,N,964,0.3925762892350348
819639,id1271708,2,2016-05-08 00:56:10,2016-05-08 01:10:17,2,-74.00704193115234,40.70724105834961,-74.0071563720703,40.74161911010742,N,847,0.32982390962438884
819984,id1959279,2,2016-03-09 21:01:26,2016-03-09 21:20:58,2,-74.01141357421875,40.70421981811523,-73.99810028076173,40.75682830810547,N,1172,0.3439953003080498
820051,id3651136,2,2016-03-31 09:15:39,2016-03-31 09:20:46,2,-74.01518249511719,40.709228515625,-74.00807189941406,40.72259140014648,N,307,0.4172785903409405
820055,id1945757,2,2016-03-02 19:38:10,2016-03-02 19:53:48,5,-74.00787353515625,40.70530700683594,-73.99790954589844,40.750770568847656,N,938,0.3407685318268517
820101,id1257506,1,2016-02-18 17:43:48,2016-02-18 18:35:09,4,-74.0147705078125,40.70951843261719,-73.86476898193358,40.77030944824219,N,3081,0.40677627310509384
820119,id2876106,2,2016-04-23 16:44:49,2016-04-23 16:51:24,3,-74.00985717773438,40.70338821411133,-74.01007080078125,40.71175003051758,N,395,0.4440177398089033
820390,id0863617,1,2016-06-17 21:57:09,2016-06-17 22:05:36,1,-74.00553894042969,40.70729064941406,-73.98013305664062,40.72073364257813,N,507,0.4566072810552662
820493,id1267366,1,2016-05-31 14:55:11,2016-05-31 15:21:29,2,-74.01541900634766,40.70497131347656,-73.98672485351562,40.75928497314453,N,1578,0.45698976688995313
820655,id0429434,2,2016-04-14 02:23:33,2016-04-14 02:39:06,1,-74.00919342041014,40.703758239746094,-73.98882293701173,40.75896072387695,N,933,0.420161571406393
820710,id2618807,2,2016-02-23 21:09:46,2016-02-23 21:19:18,1,-74.0147476196289,40.70479965209961,-74.0064468383789,40.73817443847656,N,572,0.4237305339488423
820733,id2347295,2,2016-03-31 20:21:47,2016-03-31 20:27:57,2,-74.00920867919923,40.70669174194336,-74.00875854492188,40.71916961669922,N,370,0.1613274889503773
820907,id0372358,1,2016-03-14 16:15:55,2016-03-14 16:39:11,1,-74.00892639160156,40.70405578613281,-73.99250030517578,40.73756408691406,N,1396,0.3984686795241777
821101,id1718313,2,2016-02-11 09:23:21,2016-02-11 09:47:46,1,-74.01484680175781,40.704681396484375,-73.97025299072266,40.75156021118164,N,1465,0.43869569834470357
821103,id3176535,1,2016-03-14 10:50:55,2016-03-14 11:03:00,1,-74.01396179199219,40.709232330322266,-73.99937438964845,40.72286605834961,N,725,0.3336730532420821
821221,id0843284,2,2016-02-11 14:26:11,2016-02-11 14:30:04,1,-74.0094223022461,40.70370101928711,-74.00521850585938,40.708980560302734,N,233,0.41979962641172014
821255,id0848354,2,2016-05-14 16:43:47,2016-05-14 17:06:16,1,-74.00694274902342,40.70525741577149,-73.96712493896483,40.71387481689453,N,1349,0.4068684011327354
821355,id1449615,1,2016-03-21 23:27:32,2016-03-21 23:45:26,1,-74.00933074951173,40.704200744628906,-73.95021057128906,40.67270278930664,N,1074,0.37003959895578903
821503,id0007128,1,2016-06-14 15:23:05,2016-06-14 15:52:19,1,-74.00559997558595,40.70609664916992,-73.98568725585938,40.75535583496094,N,1754,0.4705991160987127
821529,id2227649,1,2016-06-30 13:26:28,2016-06-30 13:29:31,1,-74.01029205322266,40.71149826049805,-74.005126953125,40.719722747802734,N,183,0.47172976580539433
821535,id1249967,2,2016-01-29 23:44:15,2016-01-29 23:59:47,1,-74.0111083984375,40.70923614501953,-73.99465942382812,40.68950653076172,N,932,0.21705115571579237
821572,id2387514,2,2016-02-14 12:02:25,2016-02-14 12:15:09,2,-74.00900268554686,40.71097183227539,-73.98809814453125,40.722618103027344,N,764,0.4415632341718956
821643,id0628753,2,2016-04-29 20:09:26,2016-04-29 20:31:31,1,-74.01007843017578,40.704063415527344,-73.95633697509766,40.77461624145508,N,1325,0.36662698678538835
821734,id3563974,2,2016-02-26 11:41:04,2016-02-26 12:03:34,1,-74.00845336914062,40.70446014404297,-73.94178009033203,40.70907974243164,N,1350,0.37897014969844167
821743,id1400265,1,2016-04-22 02:05:50,2016-04-22 02:12:12,1,-74.00749969482422,40.7050666809082,-73.99554443359375,40.712886810302734,N,382,0.38213169426204646
821792,id1101225,2,2016-05-24 07:36:36,2016-05-24 07:48:23,3,-74.00701904296875,40.70919036865234,-73.99788665771484,40.72058868408203,N,707,0.39341984283635245
821953,id1278089,2,2016-04-09 02:11:19,2016-04-09 02:29:07,2,-74.01161193847656,40.70370101928711,-73.97239685058595,40.681068420410156,N,1068,0.4034009848813689
821961,id3997016,1,2016-06-19 15:25:18,2016-06-19 15:40:13,1,-74.00704193115234,40.70561981201172,-74.00074768066406,40.72748947143555,N,895,0.37858051148116606
822040,id2878811,1,2016-03-02 09:44:58,2016-03-02 09:52:45,1,-74.01336669921875,40.710052490234375,-74.00665283203125,40.71526336669922,N,467,0.3689850657734973
822082,id3096602,2,2016-01-11 18:29:37,2016-01-11 18:35:27,1,-74.00895690917969,40.71083068847656,-74.01038360595702,40.722164154052734,N,350,0.4285212037098464
822104,id0302835,1,2016-01-04 17:27:31,2016-01-04 17:33:18,1,-74.01048278808594,40.70315933227539,-73.98193359375,40.711441040039055,N,347,0.46150115487251314
822129,id0255708,1,2016-03-17 15:01:45,2016-03-17 15:13:52,1,-74.00692749023438,40.7043342590332,-73.97799682617188,40.73689651489258,N,727,0.4727355420251684
822216,id2103198,1,2016-02-29 08:55:39,2016-02-29 09:03:55,1,-74.01307678222656,40.70442199707031,-74.01355743408203,40.715240478515625,N,496,0.36624466600021777
822234,id3297326,1,2016-06-22 22:33:33,2016-06-22 22:53:46,1,-74.01325225830078,40.70497512817383,-73.98896026611328,40.68877029418945,N,1213,0.32271526673212203
822241,id2266460,2,2016-06-11 20:37:00,2016-06-11 20:50:26,5,-74.01178741455078,40.70766067504883,-74.0002670288086,40.748531341552734,N,806,0.08182926751381611
822333,id0374564,1,2016-04-01 16:15:52,2016-04-01 16:18:37,1,-74.00701904296875,40.70674514770508,-74.00759887695312,40.70333480834961,N,165,0.33721082238424904
822336,id3874339,2,2016-02-10 17:12:48,2016-02-10 17:32:16,1,-74.00599670410156,40.70631790161133,-73.9902801513672,40.75095748901367,N,1168,0.43176256586398587
822380,id0321139,2,2016-02-22 10:38:47,2016-02-22 10:50:23,1,-74.00775909423827,40.70854568481445,-73.99813842773438,40.71790313720703,N,696,0.30337878636656984
822437,id1688265,1,2016-02-19 20:37:09,2016-02-19 20:59:34,2,-74.00908660888672,40.71091842651367,-73.98058319091797,40.74235534667969,N,1345,0.4334319209049631
822473,id1635223,1,2016-03-15 15:01:55,2016-03-15 15:03:53,1,-74.01065826416014,40.71006774902344,-74.0071792602539,40.71553421020508,N,118,0.31018935283242977
822508,id2640475,2,2016-01-28 00:41:05,2016-01-28 00:57:05,1,-74.01222991943358,40.707008361816406,-73.98934936523438,40.76816940307617,N,960,0.1124632622021398
822513,id2968799,2,2016-05-21 19:14:06,2016-05-21 19:32:55,5,-74.01222991943358,40.709449768066406,-74.00682067871094,40.73564910888672,N,1129,0.2635640628978705
822567,id3111217,1,2016-04-21 12:34:33,2016-04-21 12:52:11,1,-74.00994110107422,40.70524597167969,-74.00117492675781,40.7263298034668,N,1058,0.24294136433485342
822609,id3529416,1,2016-01-28 14:35:29,2016-01-28 15:09:21,1,-74.00996398925781,40.70354080200195,-73.864990234375,40.77038955688477,N,2032,0.42556330341399456
822616,id1733466,1,2016-01-02 14:21:05,2016-01-02 14:41:00,2,-74.00855255126955,40.71130752563477,-73.9809036254883,40.76431274414063,N,1195,0.4908467741070003
822764,id0543760,2,2016-02-06 13:25:10,2016-02-06 14:00:38,3,-74.01078033447266,40.70934295654297,-73.96186828613281,40.77953720092773,N,2128,0.22897718849570148
822817,id2050398,2,2016-03-19 20:45:37,2016-03-19 21:01:22,4,-74.00768280029298,40.70525360107422,-74.00432586669923,40.742225646972656,N,945,0.35693019936526865
822858,id0682829,2,2016-02-06 17:45:19,2016-02-06 18:07:38,1,-74.00984191894531,40.705909729003906,-74.00208282470702,40.73475646972656,N,1339,0.1798635295733954
822859,id0606588,2,2016-03-24 15:04:09,2016-03-24 15:41:29,1,-74.01184844970702,40.7110710144043,-73.9593276977539,40.78330993652344,N,2240,0.4276649019367529
822890,id1280058,2,2016-06-25 18:40:25,2016-06-25 18:51:22,2,-74.00768280029298,40.70904159545898,-74.00390625,40.72711181640625,N,657,0.33767806650768506
822938,id1419800,2,2016-02-04 18:17:16,2016-02-04 18:31:28,5,-74.01524353027342,40.70826721191406,-73.96805572509766,40.751197814941406,N,852,0.3782811047115036
823032,id3950394,1,2016-06-30 08:15:13,2016-06-30 08:25:56,1,-74.00884246826173,40.71081924438477,-73.99287414550781,40.73038101196289,N,643,0.43124152043465086
823039,id2297708,1,2016-04-10 15:56:25,2016-04-10 16:13:54,1,-74.00898742675781,40.71106338500977,-73.9764404296875,40.76502227783203,N,1049,0.4515092575348818
823095,id0186499,2,2016-04-28 15:53:16,2016-04-28 16:17:00,1,-74.00958251953125,40.70531845092773,-73.98894500732422,40.74449157714844,N,1424,0.247955421885545
823208,id1430330,1,2016-06-09 09:38:36,2016-06-09 10:03:31,1,-74.00875854492188,40.71090698242188,-73.95927429199219,40.76034927368164,N,1495,0.44306604451277043
823226,id0804834,2,2016-01-19 13:44:39,2016-01-19 13:56:11,1,-74.00933837890625,40.71101379394531,-74.00767517089844,40.74287033081055,N,692,0.43625920051475814
823309,id3152793,1,2016-05-08 21:10:26,2016-05-08 21:35:19,1,-74.01018524169923,40.70344924926758,-73.99573516845702,40.74905014038085,N,1493,0.43238444502467477
823380,id1376588,1,2016-05-05 14:50:58,2016-05-05 15:12:41,1,-74.00874328613281,40.71102523803711,-73.9773941040039,40.75196075439453,N,1303,0.45558641933519745
823488,id3231957,2,2016-04-15 15:31:06,2016-04-15 15:51:19,1,-74.01524353027342,40.70846176147461,-73.99922180175781,40.737468719482415,N,1213,0.3850673581230437
823567,id2617330,1,2016-06-20 17:17:58,2016-06-20 17:22:18,4,-74.01435852050781,40.70439147949219,-74.01343536376955,40.709556579589844,N,260,0.4322474346754742
823650,id0911492,1,2016-06-28 14:50:29,2016-06-28 15:29:07,1,-74.01337432861328,40.705474853515625,-73.87077331542969,40.77399444580078,N,2318,0.2875394427612912
823817,id3220210,1,2016-05-22 09:53:28,2016-05-22 10:06:25,2,-74.0078582763672,40.7047119140625,-74.00431823730467,40.72556686401367,N,777,0.38785025466143486
823883,id1949515,2,2016-03-19 10:16:00,2016-03-19 10:22:57,6,-74.00801086425781,40.70539855957031,-74.00572967529298,40.717872619628906,N,417,0.3253382454443083
823985,id0554684,2,2016-04-28 10:27:55,2016-04-28 10:39:26,1,-74.0073013305664,40.70576858520508,-74.00338745117188,40.74895095825195,N,691,0.351398365733203
824013,id0246369,2,2016-04-01 01:17:25,2016-04-01 01:46:51,1,-74.0128402709961,40.708091735839844,-73.96051025390625,40.66101837158203,N,1766,0.1827778822591877
824015,id3016682,1,2016-06-16 20:22:54,2016-06-16 20:38:52,1,-74.00754547119139,40.70543670654297,-73.99246215820312,40.72431182861328,N,958,0.3536915882480901
824234,id1823354,2,2016-06-09 15:08:31,2016-06-09 15:41:14,2,-74.01097869873048,40.71149063110352,-73.99072265625,40.75616836547852,N,1963,0.46760834192893197
824285,id2888888,1,2016-02-04 20:14:16,2016-02-04 20:32:55,1,-74.00567626953125,40.7061767578125,-73.99777221679686,40.75091552734375,N,1119,0.4619545476767154
824402,id2414164,2,2016-01-05 21:30:57,2016-01-05 21:53:03,3,-74.00656890869139,40.706886291503906,-73.98403930664062,40.76581573486328,N,1326,0.3724168595243606
824635,id1306040,1,2016-02-11 13:50:36,2016-02-11 14:05:15,3,-74.01005554199219,40.709564208984375,-73.99593353271484,40.738853454589844,N,879,0.2641701828200466
824716,id1800118,2,2016-05-23 18:03:15,2016-05-23 18:08:52,1,-74.0164566040039,40.70838165283203,-74.01325988769531,40.71566009521485,N,337,0.4802930527970999
824819,id3614821,1,2016-04-18 11:15:07,2016-04-18 11:33:53,1,-74.00830841064453,40.70657730102539,-73.99401092529298,40.727577209472656,N,1126,0.2366065946027532
825003,id0254145,1,2016-02-18 11:10:05,2016-02-18 11:34:04,1,-74.00898742675781,40.70375442504883,-73.97509765625,40.75876998901367,N,1439,0.42699579824729733
825004,id0024499,1,2016-05-03 23:57:25,2016-05-04 00:44:37,1,-74.01393127441406,40.70852661132813,-74.01420593261719,40.710060119628906,N,2832,0.2867690962179248
825072,id1949217,1,2016-03-17 22:16:11,2016-03-17 22:19:32,1,-74.00747680664062,40.71027755737305,-74.01318359375,40.70398330688477,N,201,0.4432760173017736
825086,id3409985,2,2016-04-22 18:39:06,2016-04-22 18:51:45,3,-74.0115966796875,40.703651428222656,-73.98847961425781,40.7265510559082,N,759,0.4086949343488153
825094,id0704284,1,2016-01-08 22:29:36,2016-01-08 23:04:13,1,-74.01339721679686,40.70474624633789,-73.94163513183594,40.640098571777344,N,2077,0.3504680526208717
825117,id0735527,1,2016-05-10 20:21:33,2016-05-10 20:23:56,1,-74.00603485107422,40.70598983764648,-73.99971008300781,40.71174240112305,N,143,0.4392907209280488
825136,id1916875,2,2016-01-29 19:13:49,2016-01-29 19:21:11,2,-74.0133056640625,40.70403289794922,-74.01022338867188,40.71453475952149,N,442,0.4134893927601223
825252,id3775344,2,2016-02-10 09:40:27,2016-02-10 09:47:09,2,-74.00653839111328,40.70967102050781,-74.01200866699219,40.70770263671875,N,402,0.456979501115361
825296,id1488381,1,2016-06-18 18:32:50,2016-06-18 18:47:30,2,-74.00757598876955,40.70550155639648,-73.9630126953125,40.711761474609375,N,880,0.34741639675752617
825375,id1527222,1,2016-06-04 10:53:52,2016-06-04 11:08:28,1,-74.0088348388672,40.70431137084961,-73.9964599609375,40.72539520263672,N,876,0.3765619185800829
825434,id2024729,2,2016-04-14 18:36:57,2016-04-14 18:48:39,1,-74.01483154296875,40.70848846435547,-73.99358367919923,40.72114944458008,N,702,0.3536649774982504
825460,id2904533,2,2016-04-18 21:56:22,2016-04-18 22:25:42,4,-74.01177215576173,40.7076416015625,-73.98359680175781,40.75566482543945,N,1760,0.07965553957380499
825542,id2390039,1,2016-05-28 21:02:56,2016-05-28 21:13:25,2,-74.00941467285155,40.70637893676758,-73.98957061767578,40.715736389160156,N,629,0.1645316996491109
825770,id2772916,1,2016-03-25 11:54:07,2016-03-25 12:06:04,1,-74.00945281982422,40.70870590209961,-74.00274658203125,40.716453552246094,N,717,0.2019980275997071
825830,id1244848,1,2016-06-18 15:57:04,2016-06-18 16:24:26,1,-74.01365661621094,40.70780944824219,-73.93685913085938,40.72187423706055,N,1642,0.23560043993877897
825838,id3527711,1,2016-01-14 13:49:00,2016-01-14 14:13:51,1,-74.00871276855469,40.707366943359375,-73.98149871826173,40.75914764404297,N,1491,0.18898080227307465
825898,id2112762,2,2016-02-11 23:17:55,2016-02-11 23:20:32,1,-74.00981903076173,40.70979690551758,-74.00881958007811,40.71351623535156,N,157,0.2949287070304767
825949,id1766835,1,2016-05-04 20:07:26,2016-05-04 20:28:04,1,-74.01040649414062,40.70386505126953,-73.98746490478516,40.76453018188477,N,1238,0.3840041588988574
825993,id2568181,1,2016-01-11 20:08:30,2016-01-11 20:22:33,1,-74.00934600830078,40.70458221435547,-73.9991683959961,40.74483871459961,N,843,0.3304186243342623
826010,id3400750,2,2016-01-29 00:46:50,2016-01-29 01:05:40,1,-74.00858306884766,40.71112823486328,-73.98500061035155,40.763221740722656,N,1130,0.47163800189405175
826091,id0718911,2,2016-03-31 13:51:45,2016-03-31 14:21:24,2,-74.01438140869139,40.70370864868164,-73.9910430908203,40.71831130981445,N,1779,0.49272876043142444
826201,id3866296,1,2016-03-16 12:50:07,2016-03-16 13:07:18,2,-74.00994873046875,40.70487594604492,-73.99795532226562,40.718257904052734,Y,1031,0.2816955963834523
826239,id2406749,2,2016-06-29 19:42:39,2016-06-29 19:57:42,2,-74.0052719116211,40.70697021484375,-73.98905944824219,40.729190826416016,N,903,0.4804619390230164
826259,id0888439,2,2016-02-18 11:47:14,2016-02-18 12:12:34,5,-74.01451110839844,40.704490661621094,-73.9940185546875,40.77117538452149,N,1520,0.4329064399324399
826361,id0696392,1,2016-05-20 23:17:34,2016-05-20 23:34:03,3,-74.00760650634766,40.706886291503906,-74.00772857666014,40.741981506347656,N,989,0.2856951153560803
826390,id1387492,2,2016-06-17 18:18:51,2016-06-17 18:41:41,1,-74.00694274902342,40.705299377441406,-73.98336791992188,40.733970642089844,N,1370,0.4042893585484115
826424,id1123037,1,2016-06-05 03:36:36,2016-06-05 03:37:40,1,-74.01168060302734,40.71017074584961,-74.0079574584961,40.71492385864258,N,64,0.3265485965217116
826519,id3542602,1,2016-05-21 09:25:12,2016-05-21 09:40:31,1,-74.01438903808594,40.708229064941406,-74.03252410888672,40.61986923217773,N,919,0.30845136098438003
